"url","created_at","full_text","favorite_count","retweet_count"
"https://twitter.com/Rylan/status/1677979692031262720","Sun Jul 09 09:55:08 +0000 2023","Hi @Independent would you mind editing or removing this Facebook post, it suggests I’m the person in question and frankly the comments are disgusting. https://t.co/vQWcM441Np","106381","5740"
"https://twitter.com/HotBabesDisplay/status/1709875321628160188","Thu Oct 05 10:16:59 +0000 2023","am i your type? 🌈

#Facebook https://t.co/v9BUshUSPb","395","47"
"https://twitter.com/HeatherTDay/status/1811216847431172317","Thu Jul 11 01:52:01 +0000 2024","I am selling stuff on Facebook before we move. 

My husband asked me to post his ladder. 

I said “no one wants your ladder”

“I have big items like benches and couches and tables.”

I post the ladder and friends IT IS COMPLETE MAYHEM

Every man within 50 miles WANTS THIS LADDER!","238931","8625"
"https://twitter.com/LudieDesi_HD/status/1722246074243625191","Wed Nov 08 13:33:56 +0000 2023","Are you 18+ ?      
#Facebook https://t.co/7EHpekHQGP","12","0"
"https://twitter.com/mbcmasr/status/1811512417760817332","Thu Jul 11 21:26:31 +0000 2024","خاص ليحدث في مصر| في أول ظهور تلفزيوني.. جنة عليوة لاعبة منتخب مصر للدراجات: اللاعبة شهد سعيد لم تفز في أي سباق محلي للدراجات وتأهلها لا يعني وصولها للأولمبياد والمدير الفني للمنتخب اتهمني ظلما

يعرض الآن مجاناً على شاهد
https://t.co/ayP9M1xg8H
#يحدث_في_مصر 
#MBCMASR https://t.co/ENkJAcGTFT","559","109"
